B1	B2	B3
30181	8683	sarvatovilAsa
33744	9701	sarvatraga
18698	5353	sarvatragAminIpratipattijJAnabala
30847	8878	sarvatrasattva
13236	3777	sarvauSadhi
16037	4597	sarvavaidalyasaMgraha
21284	6085	sArvavarmika
21820	6236	sarvavAtasaha
4055	1141	sarvavedamaya
17037	4873	sarvavega
19105	5470	sarvavidyA
14427	4124	sarvavidyAvinodabhaTTAcArya
13284	3796	sarvavigraha
9939	2822	sarvavinAza
32560	9363	sarvavIra
14699	4200	sarvavratodyApana
23019	6577	sarvavyApin
10790	3080	sarvayatnavat
31140	8967	sarvAyudha
32605	9375	sarvazarIryAtman
17477	5004	sarvazAstra
17828	5103	sarvazrAvya
7296	2081	sarvazubhaMkara
19714	5638	sarvazukla
21930	6266	sarvazUnyatA
34629	9958	sarvazvetA
15634	4481	sarvezA
27649	7939	sarvezvaratattvanirNaya
13044	3720	sarvodyukta
2787	789	sarvoparama
15192	4344	sarvotkarSa
7965	2282	sasadbhAva
22037	6297	sasakhIgaNA
34596	9947	sasampada
25699	7360	sasaMvAda
31633	9098	sasaMvid
3834	1086	sAsandIka
19599	5607	sasaurabha
4938	1396	sAsihasta
27693	7952	sAsihasta
9769	2775	sasIman
9255	2629	sASIrAjan
22781	6508	sasita
11648	3317	SaSk
12210	3491	saSki
24215	6914	saSkila
2870	810	sAsnA
5464	1555	sasri
30303	8716	sasri
15151	4332	sasrut
25860	7407	sASTAGgapAtam
22135	6326	sastara
23587	6737	SaSThamI
20430	5847	SaSThamI
29972	8621	SaSThamI
11898	3396	SaSThAnna
940	253	SaSThavatI
19933	5702	sAsthi
3874	1097	SaSThIdAsa
2892	815	SaSThIpriya
32257	9276	SaSThIsamAsa
2652	751	sAsthitAmrArdha
23211	6628	sAsthivadha
29746	8548	sasthUNacchinna
11256	3209	SaSTihrada
3739	1060	SaSTISTaka
21341	6100	SaSTyadhika
23306	6659	sasubrahmaNya
16946	4850	sasuhRd
34711	9989	sasuhRjjana
7014	2005	sasuhRnmitrabAndhava
32750	9417	sasUka
4286	1211	sasuparNa
1551	430	sasvadha
245	67	sasvana
9509	2699	sasya
18190	5206	sasyakreNI
20001	5721	sasyamArin
30669	8829	sasyapAla
19467	5568	sasyapravRddhi
13669	3909	sAt
17878	5117	sAT
7555	2162	satalatra
17524	5017	satantra
20543	5881	satAra
10046	2852	satarSam
691	185	satata
20082	5745	satatadhRti
32597	9373	satatajvara
13181	3763	satatam
6015	1707	satataspandana
21581	6169	satati
1459	404	SaTcaraNatA
3241	913	SaTcaraNatA
31321	9012	satera
2710	765	sathUtkAra
14010	4004	saTi
17862	5111	sAti
5086	1440	satIdehatyAga
9331	2649	sAtilaka
5545	1581	satInaka
5714	1621	satInamanyu
3135	885	sAtireka
8384	2398	satIsaras
624	165	satItva
31611	9091	SaTkala
5410	1538	SaTkAraka
14498	4144	SaTkArakapraticchandaka
18583	5321	satkaraNa
11726	3342	satkarmadarpaNa
34656	9969	SaTkarmavat
24508	7004	satkAryavAdasiddhAnta
19941	5703	satkAryavAdin
7166	2051	SaTkheTaka
13934	3986	SaTkUTA
17314	4952	sAtmIbhU
31350	9019	satobRhatI
27673	7947	satoda
33464	9613	satoda
22265	6368	satomahat
8115	2321	sATopam
12761	3643	satoraNa
29422	8454	SaTpadajya
1168	316	SaTpadajya
431	111	SaTpadAtithi
22999	6569	SaTpadeSTa
23987	6848	SaTpadeSTa
28692	8241	SaTpaJcavarSa
31503	9066	satpattra
2958	837	satpattra
30651	8821	satpazu
21185	6059	satpratipakSasiddhAntagranthadIdhitiTIkA
19	4	satpratipakSasiddhAntarahasya
18163	5199	satpratipakSaviSayatAzUnyatvavicAra
7521	2149	satpratipakSitA
19680	5630	SaTpraznopaniSad
25297	7247	satpuruSa
12384	3536	SaTputra
26792	7689	satra
5362	1526	sAtrAsAhaka
5587	1591	satrAsAhIya
23485	6708	satrAsAhIya
19464	5568	satRSa
33443	9608	SaTsahasrakara
19636	5617	satsaMgati
29962	8619	satsamprayoga
31762	9140	SaTsaptata
19071	5459	SaTsaptatitama
5512	1569	sattama
16662	4767	SaTtantrIsAra
15297	4377	sattarka
22938	6550	sattAvat
13536	3873	sattR
9459	2686	sAttra
10123	2876	sattrAyaNa
32159	9251	SaTtriMzati
17733	5080	sattrin
26819	7698	sattriya
22118	6320	sattva
17578	5032	sattvabhArata
1999	560	sattvakartR
11446	3261	sattvasampanna
23978	6844	sattvasamplava
7821	2247	sattvAvajaya
24103	6883	sAttvikabrahmavidyAvilAsa
11381	3243	sattvodreka
5707	1619	satvaram
249	68	sAtvatasiddhAntazataka
31963	9197	satyabhASaNa
17281	4943	satyAbhidhAna
9134	2597	satyabodhatIrtha
112	27	satyadharma
11784	3359	satyadharman
5540	1579	satyadharmapatha
30176	8682	satyadhvaja
18630	5332	satyadhvajAvatAra
31316	9011	satyadUta
29450	8462	satyagirvAhas
23946	6837	satyahita
14179	4056	satyajJAnAnandatIrtha
7609	2180	satyaka
25501	7298	satyakarNa
3655	1039	satyAlApin
18995	5437	satyamantra
5319	1513	satyAnanda
6285	1787	satyanArAyaNa
21836	6240	satyanArAyaNavratakathA
8029	2298	satyanAthastuti
21619	6179	satyanidhi
16448	4709	satyanidhitIrtha
25216	7223	satyAnRta
33979	9771	satyAnRta
23115	6605	satyApariNayakAvya
3800	1077	satyapratizrava
12799	3654	satyapura
29989	8625	satyarata
29063	8346	sAtyarathi
5881	1664	sAtyarathi
5151	1459	satyASADha
7690	2203	satyasaMdhatIrtha
33323	9580	satyasaMnibha
6280	1785	satyasatI
22319	6383	satyatitikSAvat
26999	7750	satyAtmaja
6703	1910	satyavacana
11639	3313	satyavacanArtham
30161	8677	satyavAditA
7549	2160	satyavaktR
32020	9214	satyavara
29065	8347	satyavatI
20935	5993	satyavatIsuta
1735	482	satyavijayaziSya
21088	6031	satyavIratIrtha
4701	1332	satyavRtti
31235	8989	sAtyayajJi
11860	3383	satyAyana
33726	9695	satyAyu
8898	2531	satyazapatha
26569	7618	satyazIla
18796	5383	satyazIlin
31772	9143	satyazuSma
22907	6543	satyazuSma
29638	8516	satyeyu
9860	2803	SaTzamI
5165	1464	SaTzAstravicAra
16412	4699	saubaleyI
8565	2442	saubha
11691	3332	saubhadra
29139	8368	saubhAgyadevatA
1516	421	saubhAgyalakSmItantrezyAmalAmbAvarmaratna
24734	7072	saubhAgyamaJjarI
4652	1316	saubhAgyatRtIyA
12742	3638	saubhAgyavardhinI
25093	7185	saubhAgyavat
2982	841	saubhAgyazuNThI
20320	5815	saubhapati
30391	8742	saubharAj
23830	6808	saubheSaja
3043	861	saubhikSa
5772	1633	saubhikSa
23238	6636	saucuka
24674	7052	saudakSeya
5173	1465	saudAmeya
1464	405	saudAminI
16483	4719	saudanteya
33362	9587	saudanti
28799	8275	saudatta
12488	3566	saudatta
11414	3252	saudhAGgaNa
25428	7279	saudhanvana
10043	2851	saudhanya
5087	1441	saudhAvatAnika
2475	696	saudhAvatAnika
8817	2506	saudhAvati
4711	1334	saugandha
28762	8265	saugandhikavana
10410	2964	sauhArdanidhi
3495	992	sauhArdavyaJjaka
1221	328	sauhotri
16217	4648	sauhRdayya
1000	271	saukarIya
29739	8546	saukharAtrika
24326	6946	saukhayAnika
24615	7035	saukhazAyanika
27746	7966	saukSmaka
24427	6980	saulAbhya
20746	5938	saulakSaNya
7185	2054	saumana
2225	627	saumanasyavat
4585	1297	saumanasyAyanI
13118	3746	saumantriNa
13552	3877	saumApauSNa
14830	4239	saumazuSmAyana
30626	8816	saumedha
11306	3222	saumerava
928	250	saumizri
6805	1943	saumukhya
18555	5315	saumya
260	70	saumyadarzana
19222	5503	saunandin
16407	4698	saunavyAyanI
31243	8992	saundaryapurANa
11358	3239	saundaryastotra
11905	3398	sauNDI
12703	3629	saunika
7930	2272	sauparNeya
4682	1326	sauparya
77	20	saupAtava
9460	2686	sauprajAstva
33960	9766	saupUta
28072	8059	saurabha
27736	7963	sauradhrI
19931	5702	sauradhrI
19824	5669	sauradhrI
29084	8351	sauradivasa
15456	4427	sauradivasa
29433	8458	saurAki
5109	1447	sauramAsa
15221	4351	saurapata
26564	7616	saurapurANa
16444	4708	saurasA
4873	1379	sauraseya
5651	1606	saurASTramRttikA
791	218	saurasya
24257	6926	sauratha
10896	3107	sauraTI
19741	5646	sauratya
12177	3481	saurvala
13944	3988	sauryamArutaka
13388	3832	sauryodayika
7398	2115	sauSmiki
18062	5167	sausnAtika
4010	1131	sauSTava
32438	9330	sauSThava
26988	7746	sausthitya
15806	4532	saustra
2897	817	sauSumNa
8019	2296	sauSupta
11204	3196	sauta
30251	8701	sautrAmaNIprayoga
26389	7563	sautrAntika
17012	4867	sauvagrAmika
33136	9527	sauvarcanasa
15697	4499	sauvarNya
15954	4573	sauvazvi
11423	3256	sauvIrabhakta
22898	6540	sauvIrAJjana
8133	2324	sauvIrAmla
31594	9087	sauviSTakRt
13027	3716	sauyavasi
22805	6513	sauzarmaka
7670	2197	sauzarmi
3844	1089	savacana
24497	7001	sAvadhAnIbhU
18918	5414	sAvahita
9410	2673	sAvaka
29105	8358	savaMzA
34569	9938	savanakAla
1646	458	savanIyakAla
31029	8932	savArija
19785	5658	savarman
28745	8258	sAvarNa
9188	2612	sAvarNa
11203	3196	savarNaya
3668	1043	savas
15580	4465	savas
12176	3481	savAsa
6846	1954	sAvaSTambha
8687	2472	savat
18287	5234	savatya
26530	7602	sAvayavatva
28384	8151	sAvayavIkR
1775	496	saveNuvINApaNavAnunAda
17756	5086	sAverI
17011	4867	savezIya
33255	9562	savibhaktika
32067	9226	savidham
2808	794	savidhIbhU
4694	1330	savidyutstanita
30422	8751	sAvikA
14239	4072	sAvikA
27490	7890	saviklavam
26778	7685	savIman
762	208	sAvinI
30241	8698	saviSa
24515	7005	savismayam
17270	4940	savismayam
19669	5627	saviSTara
14161	4048	savitarkam
30222	8694	sAvitra
9224	2621	sAvitrAdiprayogavRtti
33993	9776	sAvitragrahahoma
13341	3814	sAvitragrahahoma
881	239	savitRdaivata
29295	8413	sAvitrI
26958	7737	sAvitrIbhASya
16192	4641	sAvitrIpaJjara
15627	4479	sAvitrIparibhraSTa
14253	4076	sAvitrIsUtra
19425	5556	savitta
12205	3490	savIvadhatA
2501	705	savizaGka
12590	3597	savizeSam
34302	9864	savizeSaNarUpaka
4301	1214	savrIDa
23225	6631	savRtti
4430	1249	savyabAhu
2150	604	savyabhicAragrantharahasya
22234	6359	savyabhicArakroDa
1307	352	savyabhicAranirukti
13770	3937	savyabhicArapUrvapakSagranthaTIkA
10197	2900	savyabhicArasiddhAntagranthadIdhitiTIkA
17595	5038	savyAhRtipraNavaka
17622	5045	savyajAnu
17271	4940	savyAyugya
23430	6695	savye
2423	679	savyeSThR
30200	8688	say
30187	8685	sAyAhan
14460	4132	sayajJapAtra
12570	3591	sAyaka
30126	8670	sAyaka
19665	5626	sAyakapuGkha
18722	5359	sAyakAyana
20685	5920	sAyakAyanin
26687	7657	sAyamazana
5851	1655	sAyamAzaprAtarAza
14371	4109	sAyaMdhRti
33132	9526	sAyaMkAlika
31437	9045	sAyaMkAlika
27460	7882	sAyammantra
20403	5840	sAyamprAtardoha
25632	7340	sayana
2997	848	sAyantanasamaya
4510	1273	sAyavasa
26824	7699	sayoga
12728	3635	sayonitva
33520	9631	sAyujya
22655	6473	sazAlka
30477	8770	sAzana
8290	2370	sazapatham
2207	621	sazarin
27036	7760	saziras
34367	9882	saziras
33897	9747	saziraska
32705	9401	sazirAvamajjana
29722	8543	sAzIrka
22248	6362	sAzrulocana
25296	7247	sazUlam
664	177	sek
8710	2477	sekabhAjana
24201	6910	sekaMdhara
1994	558	sekapAtra
7232	2066	sela
24604	7033	sella
32650	9387	selu
15252	4361	semantikA
9545	2708	senAGgapati
13932	3986	senAgraga
23157	6613	senAgraga
7759	2225	senAjIva
3073	870	senAnAtha
17209	4921	senAnI
15443	4421	senApatitva
23366	6675	senApatitva
21228	6070	senaskandha
29151	8373	senAsthAna
9699	2754	sendracApa
12149	3473	sendratA
7774	2231	sendratA
2347	657	senduDa
27787	7981	seru
6475	1843	serurAha
12220	3495	setubheda
17489	5007	setukara
33297	9574	setukara
28518	8191	setukhaNDa
1796	501	setumAhAtmya
17767	5089	setuSAman
15575	4464	setuvRkSa
9080	2583	setuvRkSa
24576	7025	sevA
13537	3873	sevAkaumudI
2441	684	sevAphalastotra
13527	3871	sevAphaloktivivRti
26016	7460	sevatI
3107	878	sevAtIrtha
8262	2363	sevAvalamba
3645	1036	sevitR
32640	9384	sevitva
25983	7447	sevyasevakau
15901	4560	sevyatA
21796	6230	seya
30934	8903	seyana
1810	507	siddhabhUmi
27688	7950	siddhAcalapUjA
7608	2179	siddhadhAman
7636	2187	siddhaheman
28146	8085	siddhaikavIratantra
4709	1334	siddhaikavIratantra
7725	2214	siddhAjJa
6911	1972	siddhakhaNDa
23645	6758	siddhakSetra
13412	3837	siddhalakSmI
20666	5914	siddhamata
15373	4400	siddhanArAyaNa
21215	6067	siddhAntacandrikATIkA
15312	4383	siddhAntacintAmaNi
29793	8563	siddhAntacintAmaNi
17208	4921	siddhAntadharmAgama
21872	6252	siddhAntagUDhArthaprakAzaka
15063	4309	siddhAntajAhnavI
26135	7492	siddhAntakalpavallIvyAkhyAna
28217	8104	siddhAntalakSaNa
3586	1019	siddhAntalakSaNarahasya
24449	6985	siddhAntalakSaNavivekaprakaraNa
2761	780	siddhAntamaJjUSA
31968	9198	siddhAntamaJjUSA
8965	2552	siddhAntanirNaya
18067	5170	siddhAntanyAyacandrikA
4753	1346	siddhAntasamAsa
11994	3427	siddhAntasAra
31983	9204	siddhAntasArAvalI
12126	3465	siddhAntazataka
28505	8189	siddhAntaziromaNyudAharaNa
17553	5025	siddhAntin
32672	9392	siddhapada
26822	7699	siddhapuSpa
34384	9885	siddhapuSpa
17218	4924	siddharaGgakalpa
14725	4207	siddharasAyana
19208	5499	siddhArtha
8954	2549	siddhArthaka
11750	3349	siddhasambandha
10604	3028	siddhAsana
23593	6739	siddhasarit
15802	4531	siddhasevita
21191	6061	siddhatvatA
32675	9394	siddhavAsa
19638	5618	siddhavastu
3871	1096	siddhavaTI
15263	4365	siddhavIrya
31676	9113	siddhibhairavatantra
21264	6080	siddhibhUmi
17235	4927	siddhidAtrI
32338	9300	siddhikAraka
25453	7286	siddhikAraka
21601	6174	siddhimanvantara
17594	5038	siddhimArga
2658	754	siddhirasa
22825	6518	siddhisAdhaka
30436	8754	siddhivinAyakapUjanavidhi
7816	2246	siddhiyoga
33495	9624	siddhiyogya
17867	5113	sidhmalA
31989	9205	sIdhra
24361	6960	sidhra
24114	6886	sIdhu
31732	9129	sIdhupAna
17101	4890	sigruDI
19198	5496	siJcatA
19037	5449	sikatAvartman
20616	5901	sikatopopta
32463	9335	sIlamAvatI
31931	9188	sIlandhra
5494	1565	silhaka
7729	2216	silisilika
7856	2255	sIllana
24892	7120	sIma
490	129	sImAdhipa
3438	973	sImAliGga
15307	4381	sImAntabhUpAla
32792	9430	sImantakaraNa
2977	841	sImantaya
21815	6235	sImantin
15112	4322	sImantonnayanamantra
28830	8282	sImApAla
6995	1995	sImAsetu
32511	9347	simasimAya
32777	9424	siMha
3620	1029	siMha
336	87	siMhabAhu
34330	9872	siMhabAhu
32190	9259	siMhabala
26161	7500	siMhabhUbhRt
8674	2470	siMhAcala
28680	8238	siMhAcArya
835	228	siMhagiri
34593	9946	siMhagrIva
25630	7339	siMhakalpA
6454	1836	siMhakesara
24493	7000	siMhakoza
25039	7166	siMhalasthA
19007	5440	siMhalastha
22489	6430	siMhamala
12290	3512	siMhANa
4165	1171	siMhapippalI
23409	6688	siMhapragarjita
20593	5895	siMhapucchI
18207	5210	siMhAsanadvAtriMzat
18290	5234	siMhAsanadvAtriMzatkathA
30221	8694	siMhAsanatraya
8942	2545	siMhasthamakarasthagurunirNaya
11404	3250	siMhAsya
23744	6782	siMhatala
32399	9316	siMhatuNDaka
7452	2129	siMhAvalokana
20829	5965	siMhAvalokita
5208	1476	siMhAvalokita
2479	697	siMhavatsa
26695	7658	siMhavikrAntagAmitA
34154	9827	siMhaviSkambhita
16302	4671	siMhAya
32914	9466	siMhazrI
14273	4083	siMhikeya
15608	4474	sinavat
26923	7725	sinavat
24683	7054	sindhi
30917	8900	sindhudeza
20637	5905	sindhujanman
33153	9531	sindhukapha
29319	8419	sindhukara
15039	4300	sindhukSit
783	215	sindhukSit
31469	9054	sindhula
18605	5326	sindhumitra
9528	2703	sindhupiba
785	216	sindhuputra
4326	1220	sindhurAgirimAhAtmya
21035	6018	sindhusamudrasaMgama
22617	6463	sindhusamudrasaMgama
34077	9806	sindhutas
29122	8364	sindhUttama
2380	666	sinduka
3698	1051	sindUranirgama
27658	7943	sindUrapuSpI
18878	5406	sindUrI
29646	8518	sindUrita
11185	3192	sindUrita
7874	2259	sinv
29322	8422	sirAharSa
3870	1096	sIrapati
3924	1110	sirApattra
3000	850	sirApraharSa
323	84	sirAvyadhana
19852	5676	sIrin
7516	2148	sIrNa
4250	1197	sirotpAta
14435	4125	sIsaka
31445	9047	sisaMgrAmayiSu
14066	4023	sIsarama
11145	3181	siSNu
10521	3002	sItA
24336	6950	sitAbhraka
24773	7084	sitAbja
2901	817	sitacchadA
28510	8190	sItAdravya
2677	758	sitadru
4842	1370	sItAgaurIvrata
23147	6611	sitaguJjA
26766	7681	sitahUNa
14840	4242	sitairaNDa
22233	6358	sitajA
18324	5244	sitakamala
590	158	sitakaNTA
7175	2052	sitakaNTha
1849	520	sitakaTabhI
25953	7434	sitakSAra
29473	8466	sitakuJjara
2670	756	sItAkuNDa
34749	9997	sitalatA
18192	5206	sitAlikA
7869	2258	sitAlikaTabhI
14311	4092	sitamaNi
25452	7285	sitamaNimaya
11934	3407	sitamASa
18185	5205	sItAnanda
11008	3140	sitaparNI
6438	1830	sitapIta
18060	5166	sitapItaharinnIla
32087	9231	sitapuSpAya
19813	5666	sItArAmasUri
13080	3732	sItArAmatattvaprakAza
5392	1534	sItAsahasranAman
3873	1097	sitasAra
13446	3848	sitasAyakA
17341	4961	sitasAyakA
4754	1346	sitAsitA
27576	7916	sitAsitakamaladalanayanatA
13213	3770	sitAyudha
30798	8864	sitazarkarA
13704	3918	sitazUka
17740	5082	sitAzva
6056	1718	sitAzva
1348	365	sitekSu
33431	9605	sitIkR
12608	3604	sItInaka
19769	5655	sitodaka
32881	9457	sitodaka
31421	9039	sitodara
29584	8503	sitopalA
26237	7521	sItya
21249	6076	sivAku
20161	5767	sIyaka
6843	1954	skabhita
27829	7992	skambhana
23100	6602	skambhasarjana
4647	1315	skAndabhASya
816	225	skandagraha
15343	4392	skandagupta
31686	9116	skandagupta
9306	2644	skandagupta
9972	2832	skandajit
5867	1661	skandamAtR
586	156	skandana
1320	356	skandarAja
976	264	skandaskArazaMkara
5211	1477	skandasvAmin
14289	4086	skandavizAkha
19439	5561	skAndavizAkha
25447	7284	skandayAmalatantra
26759	7680	skandayAmalatantra
2125	598	skandhacApa
169	47	skandharuha
28576	8206	skandhastambhi
29314	8417	skandhAvAra
32822	9440	skandhaziras
4205	1183	skandhila
7871	2258	skandhya
3430	969	skandola
6127	1740	skhad
13888	3973	skhad
33576	9648	skhalitavIrya
20093	5748	sku
26142	7493	skumbh
11823	3372	smara
10037	2850	smara
28895	8300	smAra
13845	3960	smarabANapaGkti
24314	6941	smaracakra
5210	1477	smaradahana
2425	679	smarAGkuza
18879	5406	smarakAra
29357	8433	smAraNI
6423	1827	smarapriyA
26174	7503	smarArta
19744	5647	smaratApamaya
1722	479	smaravatI
12151	3474	smaravIthikA
19882	5686	smaravRddhi
29354	8433	smarazaramaya
576	152	smareSudhIkR
3950	1116	smArin
8604	2452	smArtahomapariziSTa
15864	4547	smArtAnuSThAnapaddhati
11195	3195	smArtaprAyazcittoddhAra
16121	4620	smat
5528	1575	smayin
14508	4148	smeratA
21385	6113	smi
9107	2590	smiT
22707	6488	smitazAlin
23985	6847	smRtidIpa
617	163	smRtigrantharAja
3583	1018	smRtiharA
1824	512	smRtihIna
6102	1732	smRtikaumudITIkA
3644	1036	smRtimuktAphala
2662	755	smRtiprabandha
30400	8745	smRtiprAmANyArthavAda
18024	5155	smRtisaMskAravAda
33417	9602	smRtisaMskAravicAra
31663	9109	smRtisaMskAravicAra
28928	8309	smRtisudhAkara
12646	3615	smRtitattvaviveka
20795	5956	smRtivinaya
34258	9855	smRtizaithilya
3635	1034	smRtyukta
17133	4900	smRtyupasthAna
27755	7970	snAnabhUmi
25267	7241	snAnAmbu
21194	6061	snAnasUtra
16731	4788	snAnasUtrabhASyavyAkhyA
2132	600	snAnatIrtha
1206	325	snAnavastra
15331	4390	snAnIyavastra
30349	8730	snAnottIrNa
10082	2862	snApana
19720	5640	snApana
9256	2630	snas
12645	3614	snAtaka
24333	6949	snAtaka
31911	9183	snAtavasya
19538	5585	snAtavat
2964	838	snAtavya
12885	3676	snAyitA
15859	4546	snAyubandhana
4491	1267	snAyuyuta
5602	1595	snehadviS
8001	2291	snehAGkana
28221	8105	snehaguNita
6214	1764	snehAkula
32809	9436	snehalatA
15877	4551	snehana
16378	4691	snehana
22990	6565	snehavat
3890	1100	snehAzaya
17980	5141	snehita
31600	9088	snehita
9666	2745	snigdhakezatA
33180	9540	snigdhaphalA
9317	2646	snigdhapiNDItaka
3914	1107	snigdhapiNDItaka
18836	5396	snigdhataNDula
25629	7338	snigdhazItarUkSatva
23777	6793	snUhan
31171	8975	snUhan
19247	5508	snuhi
405	105	snukchada
1432	396	sobharIyu
24309	6940	sodadhila
30191	8686	sodara
25989	7449	sodaryasneha
26349	7552	SoDazAditantra
17666	5058	SoDazAditantra
11569	3291	SoDazAGgulaka
3995	1128	SoDazagRhItArdha
13371	3821	SoDazakala
16629	4760	SoDazakala
28814	8278	SoDazakalavidyA
28130	8077	SoDazAkSara
23819	6805	SoDazAMhri
17484	5006	SoDazarAtra
10369	2954	SoDazArcis
29265	8404	SoDazAtmaka
21009	6011	SoDazAtmaka
872	236	SoDazatva
26982	7745	SoDazavarSa
7511	2147	SoDazin
31322	9012	soddhAravibhAgin
20608	5899	soDha
16173	4632	sodha
14359	4107	SoDhA
5155	1459	SoDhA
8579	2447	soDhala
13401	3835	SoDhAnyAsa
34560	9934	soDhR
19005	5440	sodvega
10997	3138	sodyama
12599	3599	soham
14873	4250	sokha
8516	2430	solkAlAtAvapothika
13661	3907	solluNTha
32029	9215	solUka
11889	3393	soma
10511	2998	somabandhu
15030	4298	somabhAvA
2260	634	somabhava
11236	3203	somAbhiSava
13987	3997	somabhojana
33394	9596	somabhujagAvalI
19348	5536	somabhUpAla
854	232	somabRhaspati
13804	3948	somadattA
2218	625	somadevI
6852	1957	somAdhvaryava
26763	7680	somAgnIdhraprayoga
7620	2182	somAgniSToma
19033	5447	somahAra
17377	4973	somAhuti
5501	1566	somAhvA
7431	2124	somajambhA
17530	5019	somajambhan
9267	2631	somAkara
3008	853	somakArikA
2738	774	somakarmapradIpikA
17257	4935	somakarmapradIpikA
21853	6246	somakhaDDaka
28956	8317	somakhaDDaka
9894	2811	somakrayaNI
30065	8647	somaladevI
33472	9616	somalipta
14439	4127	somamAna
17525	5018	soman
33577	9648	somanAthapaTTana
12329	3522	somanAthaprazasti
12382	3535	somanAthatIrtha
17516	5015	somApa
3772	1071	somApahRta
23992	6849	somapAla
26702	7661	somapAna
10291	2928	somapaNDita
2448	686	somapaNDita
15757	4516	somaparNa
9707	2756	somapAthin
26015	7460	somapAtra
28829	8282	somapAtra
5928	1681	somApi
7507	2146	somapIti
24392	6969	somaprabhA
4429	1249	somapurogava
16387	4692	somapurogava
8120	2321	somapuruSa
26557	7613	somapuruSa
7015	2005	somarasa
21278	6083	somarAta
1385	377	somaraudra
18511	5304	somarazmi
15268	4368	somarSi
25209	7221	somarUpatA
3608	1025	somasAman
33031	9497	somasaMsthA
14960	4279	somasaptahautraprayoga
17844	5107	somasAra
33342	9583	somasAra
1572	437	somasena
10988	3134	somasena
1838	515	somasiddhAntin
6980	1991	somasuta
17197	4917	somasuti
6275	1782	somasUtra
7846	2253	somasUtrapaJcavidhAna
33083	9511	somAtipavita
29224	8394	somAtipavita
34452	9904	somAtipUta
26310	7542	somavalkA
18413	5274	somavAmin
20374	5833	somavAravratAcaraNakrama
23730	6779	somavAravratAcaraNakrama
1906	537	somaveza
17255	4933	somavidha
34506	9918	somavRddhivardhana
26561	7615	somazambhu
22634	6467	somazatadvayI
15408	4408	somejyA
3	1	sominI
28405	8156	somodgIta
30820	8870	somotpatti
16768	4797	sonaha
19627	5615	sopabarhaNa
6793	1939	sopacaya
11887	3392	sopadhi
6490	1848	sopAdhika
29933	8610	sopAMzuyAja
24672	7051	sopAnAlI
8248	2357	sopAnapaJcaratna
1078	294	sopapada
15144	4331	sopAya
28021	8046	soSman
32631	9381	soSNISa
22766	6504	soTAya
18976	5431	sotka
8811	2504	sotpAta
28450	8169	sotpAta
8623	2457	sotpIDa
25261	7240	sotsaGga
13025	3715	sotsAha
33642	9671	sozIra
9002	2562	spand
17563	5027	spandasaMdoha
14095	4030	spandasUtravimarzinI
14804	4232	spandavivRti
23173	6617	spandin
2419	678	spardha
8005	2292	spardhana
14354	4105	spardhyAstaraNavat
13956	3990	sparS
29699	8537	sparSTR
4217	1188	sparzaja
19550	5588	sparzamaNi
3903	1104	sparzamaNiprabhava
21369	6108	sparzAnukUla
25450	7285	sparzAnukUla
1959	551	sparzarasika
22391	6402	sparzarephasaMdhi
31494	9062	sparzasaMkocin
33871	9741	sparzasaMkocin
34070	9804	sparzasnAna
8098	2317	sparzatas
31242	8992	sparzavarga
32821	9440	sparzazuddhA
12243	3501	spaSTagarbhA
11589	3297	spaSTam
25718	7366	spaSTavaktR
27081	7776	spaSTI
25482	7294	spaSTIkRta
29640	8516	spaza
20287	5804	spAzana
6515	1854	spAzana
29119	8362	sphar
18375	5259	sphaTikabhitti
26874	7715	sphaTikAcala
1225	329	sphaTikamaNi
3396	960	sphATikasaudha
30146	8674	sphavi
14228	4070	sphAyat
22804	6513	sphItIkRta
20774	5949	sphiTT
19346	5536	sphoTabIjaka
12016	3434	sphoTacakra
7457	2130	sphoTajIvikA
21180	6058	sphoTita
30308	8718	sphoTita
11637	3312	sphoTitArgala
18970	5430	sphul
16848	4819	sphuliGginI
11861	3383	sphuraNa
8298	2374	sphUrch
16809	4808	sphUrchita
194	53	sphuTabodha
31948	9192	sphuTakaraNa
7630	2186	sphuTapauruSa
9815	2792	sphuTArthatA
32773	9423	sphuTataram
28706	8246	sphuTi
5750	1629	sphutkara
21769	6222	sphutkAra
32732	9413	spRhaNa
20873	5976	spRhaNIyatA
18293	5235	spRhaNIyatA
17472	5003	spRhayAyya
34292	9862	spRhita
13072	3730	spRhya
802	221	spRt
33503	9626	spRta
12905	3682	spUrdh
2774	785	spUrdhase
1566	434	srabhiSTha
16668	4770	srajas
25750	7376	srajiSTha
13100	3738	srajvan
18646	5336	srAktya
13286	3797	sraktya
26366	7557	sraMsa
29553	8492	srANa
15014	4295	sras
27180	7803	srasta
28304	8129	srasta
6477	1844	srastApAna
6325	1798	srastara
29353	8432	srastottarapaTa
10876	3103	sraSTRtva
9844	2799	sravaNa
20526	5876	sRbinda
19760	5652	sRdara
15620	4476	sRdh
15446	4423	sRga
23899	6823	sRgAlagarta
15617	4476	sRgAlaghaNTI
20854	5972	sRgAlajambU
880	238	sRgavat
18487	5296	sribh
31110	8959	sRj
18233	5219	sRjana
9689	2751	sRjatvakarman
21934	6267	sRjikAkSAra
2226	627	sRJjarI
32682	9395	sRJjayI
30007	8631	sRkkR
34561	9935	sRkvaNI
33432	9606	srotastA
6827	1949	srotastA
2389	669	srotovahA
886	239	sRp
